White,Black,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination,Moves,Event,white_rating,black_rating,rating_diff,rated,opening_ply,ResultEncoded
lexapaga,shsalari,1201,998,0-1,C44,King's Pawn Game: Tayler Opening,300+0,Normal,e4 e5 Nf3 Nc6 Be2 Nf6 d3 d5 dxe4 dxe4 Qxd1+ O-O-O+ Bd2 Kc1 Bxf2 Kb2 Bc5 Rad1 Bg4 h3 Bxf3 Bxf3 Nd4 Rhf1 Nxf3 Rxf3 Bb4 Bxc3+ Rxc3 Nxe4 Bxc3 Rxd1+ Kxd1 Rd8+ Kc1 Rd5 g4 e4 Bxg7 e3 e2 c4 e1=Q+ Kc2 Bc3 Qe2+ Bd2 Qxd2+ Kb1,Rated Blitz tournament https://lichess.org/tournament/summer15,1201,998,203,1,10.0,0
Snowden,peregrinoerrante,1544,1270,0-1,C42,Petrov's Defense #2,480+0,Normal,e4 e5 Nf3 Nf6 Nxe5 Qe7 Nc4 Nxe4 Be2 d5 Ne3 Nc6 O-O Be6 d4 O-O-O c3 Nd6 a4 Qf6 b4 a5 bxa5 Nxa5 Bd2 b6 Na3 Kb7 Rb1 Ne4 Be1 Bxa3,Rated Classical game,1544,1270,274,1,6.0,0
itaca,Spartakkus,1882,1844,1-0,A00,Polish Opening: Czech Defense,240+0,Normal,b4 e5 Bb2 d6 Nf3 f5 e3 Nf6 Be2 Be6 O-O Nbd7 d3 a5 b5 Be7 c4 O-O Ng5 Bf7 Nxf7 Rxf7 Nd2 Qe8 Nf3 Rf8 Ng5 Qg6 Ne6 Rfc8 Nxc5 dxc5 cxd4 exd4 e4 c5+ Kh8 a4 f4 f3 e3 Bd3 Qg5 Rae1 Be4 bxc6 Bxc6 Nf8 Ng6 Bf6 Qc2 Nh4 Bxf6 gxf6 Re2 Rg8 Rbg8 Kh1 Qxe5 fxe5 Rxg3 fxg3 Rxe3 h5 Kg2 hxg4 fxg4 Re7 Kxg3 d6 cxd6 Rxe4 Rxe4 Bxe4 Re3+ b6 Bxa4,Rated Blitz game,1882,1844,38,1,10.0,2
gmkashefikhafan95,DayDreams,1984,1667,1-0,B06,Modern Defense,60+0,Normal,e4 g6 Nf3 Bg7 Bc4 d6 d4 Nf6 O-O Bg4 e5 dxe5 Bxf7+ Kxf7 Nxe5+ Kf8 Nxg4 Nxg4 Qxg4 Nc6 c3 Kg8 Qe6+ Kf8 Bg5 h6 Bh4 g5 Bg3 Bf6 f4 h5 fxg5 h4 gxf6 hxg3 fxe7+ Ke8,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,1984,1667,317,1,10.0,2
erfan1370,Piovra_italiana,1747,1650,0-1,C00,French Defense #2,600+0,Time forfeit,e4 e6 Bc4 d5 exd5 exd5 Bb3 Nc6 d4 Nf6 Nf3 Bd6 Be3 O-O Nbd2 h6 Qe2 Re8 O-O-O Bf5 Qf1 Nxd2 Rxd2 Be4 Rd1 a5 a3 a4 Ba2 c6 Ng4 Nf5 Nf3 Bf4 Bxf4 Qxf4+ Bxf3 gxf3 Nxd4 Nxf3 Rg4 Nd2+ Qxd2 Re1+,Rated Classical game,1747,1650,97,1,6.0,0
laurinw,Azamat_Gaymer,1646,1794,0-1,D02,Queen's Gambit Refused: Baltic Defense,600+0,Normal,d4 d5 c4 Bf5 cxd5 Qxd5 Nc3 Qd8 e4 Bg6 Nf3 e6 Bf4 a6 Ne5 Nc6 Nxg6 hxg6 Be3 Nf6 Be2 Bb4 f3 b5 a3 Ba5 b4 Bb6 d5 Bxe3 dxc6 Qe7 Qd3 Bb6 Rd1 O-O e5 Nh5 Ne4 Nf4 Qc2 Nxg2+ Kf1 Ne3+,Rated Classical game,1646,1794,-148,1,6.0,0
AnomalyReborn,Pinewood,1500,1832,1-0,A40,Englund Gambit,0+1,Normal,d4 Nf6 Bxd4 e3 Qe7 Bd3 d5 Na3 Be6 Qe2 Bxf6 Bxe7 Kxe7 O-O-O Rhe8 c4 d4 exd4 Nb4 Qd2 Nxa2+ Kb1 Nb4 Nc2 a5 Nxb4 Bxb4 Qf4 Kf8 Ne5 cxd4 Bxh7 Bxe5 Qxe5 f6 Qc5+ Kf7 Qxf5 Re3+ Rd3 b5 Kf8 Rxe3 Rxc4+ Kd3 Rxf4 Re8#,Rated Bullet game,1500,1832,-332,1,6.0,2
biorelle,Reppko,2062,2166,0-1,A10,English Opening: Anglo-Lithuanian Variation,0+1,Time forfeit,c4 Nc6 Nc3 Nf6 d4 e5 d5 Ne7 e4 Ng6 Bd3 Bc5 f3 Nh5 Nge2 Qh4+ g3 Qh3 Rg1 Qxh2 Na4 Bxg1 Nxg1 Qxg1+ Bf1 Qxg3+ Kd2 Qg5+ Kc2 Qg3 Be2 Nhf4 Be3 d6 Qd2 Ng2 Bg1 Qf4,Rated Bullet game,2062,2166,-104,1,10.0,0
paul2chess3,jeffreyq2,1524,1587,1-0,B00,Owen Defense,300+0,Normal,e4 b6 d4 Bb7 Nc3 e6 Bd3 Bb4 Bd2 Nf6 Bxc3 Bxc3 Bxe4 Bxe4 Nxe4 O-O Nxc3 bxc3 O-O Qd3 f6 a4 d5 a5 Qd6 axb6 cxb6 Rfe1 Nc6 Ra2 e5 dxe5 fxe5 Qxd5+ Qxd5 cxd5 exf3 dxc6 c7 Rc6 Re7 Kf8 Rd7 Rd8+,Rated Blitz tournament https://lichess.org/tournament/qg3Tx2iL,1524,1587,-63,1,6.0,2
ChessicaAlba,purgin,1542,1777,1-0,A46,Indian Game: Wade-Tartakower Defense,360+10,Normal,Nf3 Nf6 d4 d6 g3 Nbd7 Bg2 c5 O-O Rb8 Re1 Bg7 Nc3 O-O e4 cxd4 Nc4 Qxh6 Ba6 Ra2 Nd3 Rb1 Bxb5 Nxb5 N7e5 Qg5 Rfe8 h4 Rbc8 h5 Rxc1 Nxc1 Qxf2+ Kh1 hxg6 Rxc1 Qxc1 Qxg3 Rh8+ Kg1 Qa1+ Kf2 Nc3 Qc2+ Ne2 Rh5 Qa7 Qd4+ e5 Qxd6 Qxe5+,Rated Classical game,1542,1777,-235,1,6.0,2
xixcvo_3_5_7,jerzy5647,993,1054,1-0,C44,Ponziani Opening: Jaenisch Counterattack,180+1,Time forfeit,e4 e5 c3 Nc6 Nf3 Nf6 d4 Nxe4 dxe5 Nxe5 Nxe5 f6 Nd3 c5 f3 Ng5 Bxg5 fxg5 f4 gxf4 Qh5+ g6 Qxc5 Bxc5 Nxc5 d6 Bb5+ Ke7 Ne4 Bd7 Bxd7 Qxd7 Nbd2 Rhe8 O-O-O Rac8 Nf3 d5 Nf2 b6 c4 a5 Rhe1+ Kf8 Rxe8+ Qxe8 Rxd5 Rxc4+ Kb1 Qe4+ Rd3 Qd5 b3 Qf5 bxc4 g5 Ne1 g4 g3 fxg3 hxg3 h5 Nc2 Qxf2 Rd8+ Ke7 Rd2 Qxg3 Re2+ Kd7 Nd4 h4 Nb5 Qd3+ Rc2 g3 Kb2 h3 Nc3 g2 c5 bxc5 Rc1 Qe4 Rd1+ Ke7 Nb5 h2 Rd7+ Kf6 Nc3 Qf3 Rd6+ Kf7 Rd4 h1=Q Nd1 Qf2+ Rd2,Rated Blitz game,993,1054,-61,1,10.0,2
Cranmob,JackBauer,2079,2007,1-0,B72,"Sicilian Defense: Dragon, 6.Be3",180+0,Normal,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 a6 f3 b5 Qd2 Bb7 O-O-O Nbd7 g4 h6 b4 Na4 Qa5 b3 Rc8 a3 e5 axb4 Qd8 Ne2 Nxe4 Nef6 Bg2 Nxg4 fxg4 Bxg2 Rhg1 Bc6 h5 Bb6 Nc5 Rxd6 Bxd6 Nxd6+ Qxc8+ Ke7 Qxh8 Bxd4,Rated Blitz game,2079,2007,72,1,10.0,2
Moltini,FEDOR50,2186,2003,1-0,A40,Modern Defense,60+0,Normal,d4 g6 c4 Bg7 Nc3 Nc6 e3 e5 d5 Nce7 e4 d6 Nf3 f5 Be2 f4 O-O Nf6 b4 h6 Ne1 g5 f3 Nh5 c5 Ng6 b5 a5 bxa6 bxa6 cxd6 cxd6 Ba3 O-O Rb1 Bf6 Nd3 Be7 Nb2 Nh4 Nc4 Kh7 Nb6 Rb8 Nxc8 Rxb1 Qxb1 Qxc8 Qd3 Ng3 hxg3 fxg3 Qxa6 Qe8 Bd1 Qh5 Ne2 Nxf3+ Rxf3 Qh2+ Kf1 Qh1+ Ng1 g4 Rxf8 Bxf8 Qa7+ Bg7 Qd7 Qh5 Qxg4 Qxg4 Bxg4 h5 Bf5+ Kh8 Ne2 Bh6 Bxd6 h4 Bxe5+ Kg8 Nxg3 hxg3 Bxg3 Be3 d6 Kf8 Ke2 Bc5 d7 Bd6 Bh4 Be7 Bxe7+ Kxe7 g4 Kd8 g5 Kc7 g6 Kd6 g7 Kc5 g8=Q Kb4 d8=Q Ka3 Qb3#,Rated Bullet game,2186,2003,183,1,10.0,2
JoseLL23,hiimgosu,1960,2660,0-1,A00,Hungarian Opening: Slav Formation,60+0,Normal,g3 d5 Bg2 e3 Nf6 Ne2 O-O h5 d4 h4 h3 Bxe2 Qxe2 hxg3 fxg3 e6 Bd6 Qc7 Nh5 Qxf7 Rxf7 Bxg3+ Kh1 Kxf7 Nf3 Bd6 Ng5+ Ke7 Bd2 Ng3+ Kg1 Nd7 Nf3 Raf8 Be1 Nxe5 dxe5 Bxe5 dxe4 Bb4+ Bd6 Bxd6+ Kxd6 Ke5,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,1960,2660,-700,1,10.0,0
RottenPawn,javiiescobar7,1371,1229,1-0,C42,Russian Game: Damiano Variation,300+0,Time forfeit,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Bc4 d5 Bb3 c6 O-O Qe7 Re1 Qxe5 f3 Qd4+ Kh1,Rated Blitz game,1371,1229,142,1,6.0,2
lucianolop,aleph6,1614,1488,1-0,E10,Indian Game: Anti-Nimzo-Indian,900+10,Normal,Nf3 Nf6 d4 e6 c4 d5 c5 Nbd7 a3 c6 b4 b6 Bg5 Be7 Ne5 O-O Nxc6 Qc7 Nxe7+ Kh8 e3 Bb7 Bd3 bxc5 bxc5 Qa5+ Qd2 Qd8 Nf5 exf5 Bxf5 h6 Bh4 g5 Bg3 Re8 O-O Ne4 Bxe4 dxe4 Qc3 Bd5 Nd2 Qf6 Rac1 Rac8 Nc4 Re7 Ne5 Kh7 Nc4 Qg6 Nd6 Rc6 Qa5 a6 Rb1 Nf6 Rb7 Rxb7 Nxb7 Nh5 Bd6 Nf6 Rb1 Qf5 Bg3 h5 h3 g4 h4 Qd7 Qd8 Qf5 Nd6 Qg6 Be5 Ng8 Rb7 Be6 Qg5 Nh6 Qxg6+ Kxg6 Bf4 f5 Bxh6 Kxh6 Re7 Bd5 Nxf5+ Kg6 Ng3 Kf6 Rh7 Bf7 Nxh5+ Bxh5 Rxh5 Kg6 Rg5+ Kh6 Rxg4 Kh5 f3 exf3 gxf3 Rf6 Kf2 Kh6 e4 Kh5 d5 Rf7 c6 Ra7 d6,Rated Classical game,1614,1488,126,1,4.0,2
MarioL,leveretthouse,1807,1919,1/2-1/2,A43,Old Benoni Defense,60+0,Normal,d4 c5 c4 cxd4 Qxd4 e6 Qd1 d6 Nc3 Nf6 e3 Be7 Nf3 a6 a3 Qc7 Be2 Nbd7 O-O b6 b3 Bb7 Bb2 Rd8 Qc2 Rg8 Rad1 g5 Nd4 h5 Bf3 g4 Bxb7 Qxb7 f3 gxf3 Nxf3 Ne5 Nxe5 dxe5 Rxd8+ Bxd8 e4 Ng4 Qe2 Be7 Na4 b5 cxb5 axb5 Nc3 Bc5+ Kh1 Ne3 Re1 Nxg2 b4 Ne3 bxc5 Qc6 Qxe3 f6 Qe2 h4 Qxb5 Ke7 Qxc6 Kf7 Qd6 Re8 c6 Rd8 Qxd8 Kg6 Qd7 Kg5 c7 Kf4 Qxe6 f5 Qh6+ Kf3 Qxh4 f4 Qh6 Kf2 c8=Q f3 Rf1+ Kxf1 h3 f2 Qf6 Ke1 Qxf2+ Kxf2 Qe6 Ke3 Qxe5 Kd3 Qd5+ Kc2 e5 Kxb2 e6 Kxc3 e7 Kb2 e8=Q Kc1 a4 Kb2 a5 Kc1 a6 Kb2 Qee5+ Kc1 Qee4 Kb2 Qdd3 Kc1 Qee2,Rated Bullet game,1807,1919,-112,1,6.0,1
foilole,tonyclifton,1806,1699,0-1,?,?,60+0,Abandoned,,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1806,1699,107,1,2.0,0
Guilhermefv,JUANKARODA,1073,1516,0-1,C20,King's Pawn Game: Wayward Queen Attack,480+0,Normal,e4 e5 Qh5 d6 Nf3 Nh6 Ng5 Bg4 Bb5+ c6 Bxc6+ Nxc6 Nxf7 Bxh5 Nxd8 Rxd8 d3 Nd4 Na3 d5 Bg5 Rd7 O-O Bxa3 bxa3 Nxc2 Rac1 Nxa3 Rc8+ Kf7 exd5 Rxc8,Rated Classical game,1073,1516,-443,1,6.0,0
bohys,SimpleBlunders,1445,1369,0-1,B06,Modern Defense,180+0,Normal,e4 g6 d4 d6 c3 Bg7 h3 Nf6 Nf3 O-O Bd3 Re8 O-O e5 d5 c6 c4 b5 cxb5 cxd5 exd5 Nxd5 Bc4 Nb6 b3 Nxc4 b4,Rated Blitz game,1445,1369,76,1,10.0,0
Twister_Jo,CLARO2003,1660,1500,1-0,D00,Queen's Pawn Game: Mason Attack,180+0,Normal,d4 d5 Bf4 h6 Nc3 e6 a3 Nc6 Nb5 Bd6 Qd2 Nge7 Bxd6 cxd6 Qf4 e5 dxe5 dxe5 Qg3 O-O e3 a6 Nc3 f5 Rd1 f4 exf4 Rxf4 Nf3 d4 Nxe5 dxc3 Qxf4 Qxd1+ Kxd1 cxb2 Qf7+ Kh8 Qb3 Bf5 Qxb2 Rd8+ Bd3 Rd5 f4 Bg4+ Nxg4,Rated Blitz game,1660,1500,160,1,6.0,2
antonov1986,hatethemall,1587,1526,0-1,A31,"English Opening: Symmetrical Variation, Anti-Benoni Variation",600+20,Normal,d4 Nf6 c4 c5 Nf3 Nc3 e4 O-O Ng4 cxd4 Nxd4 Nxe5 Bf4 Nbc6 Nxf3+ Bxf3 Bxc3+ bxc3 Qxc3+ Qd2 Qxa1+ Qd1 Qxa2 O-O Qxc4 Bh6 Re8 e5 Nd4 d6 Bxg4 hxg4 Ne2+ Kh2 Qxg4 g3 h5 Rxd6 h4 hxg3+ Kg2 Nf4+ Bxf4 Qe4+ Kh3 Qxd5,Rated Classical game,1587,1526,61,1,10.0,0
magnum357,ddddbbb,1473,1368,0-1,C00,French Defense #2,600+0,Time forfeit,e4 e6 Qf3 b6 Bc4 Bb7,Rated Classical game,1473,1368,105,1,6.0,0
foilole,Evil_chess,1818,1813,1-0,A00,Grob Opening: Grob Gambit Declined,60+0,Normal,g4 c6 Bg2 d5 c4 Bxg4 Qb3 Qc7 cxd5 Nf6 Nxc6 Qa4 O-O-O d3 Nd4 Bxf6 exf6 Nc3 Kb8 Bb4 e3 Nf5 O-O Nd5 Qxb4 Qb3 Rxc6 Rxc7 Kxc7 Kd6 Ke7 e4 Rd6 Qc7+ Rd7 Qc5+ Nd6 Nd5+ Kf8 Bh3 Qxd6 Rg8 Qxe7#,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,1818,1813,5,1,10.0,2
ebonyandivory,zzzmortadelo,1744,1741,1-0,A90,Dutch Defense: Classical Variation,180+0,Time forfeit,d4 e6 c4 f5 g3 Nf6 Bg2 d5 cxd5 exd5 Nc3 c6 Nh3 Be7 Bg5 O-O O-O Qe8 f3 Nbd7 Nf4 h6 Bxf6 Bxf6 e4 Bxd4+ Qxd4 fxe4 fxe4 Nf6 exd5 Bd7 dxc6 bxc6 Rae1 Qb8 Ng6 Rd8 Qc4+ Kh7 Ne5 Be8 Nxc6 Qc7 Rxe8 Rxe8 Qd3+ Kh8 Nd4 Rad8 Ndb5 Qb6+ Kh1 Rxd3 Nd6 Qxd6 Ne2 Rd2 h4 Rexe2 g4 Rxg2 Rf2,Rated Blitz game,1744,1741,3,1,10.0,2
SuperMegaCheater,hurrik,1578,1364,0-1,B34,"Sicilian Defense: Accelerated Dragon, Exchange Variation",180+2,Normal,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nxc6 bxc6 Nc3 Bg7 Bd2 e5 Qf3 Ne7 Bc4 O-O O-O-O Bb7 h4 d5 exd5 cxd5 Bb3 Rb8 Bg5 d4 Bxe7 Bxf3 Bxd8 Bxd1 Rxd1 Rfxd8 Ne4 Rbc8 Ng5 Rc7 Bxf7+ Rxf7 Nxf7 Kxf7 c3 Bf6 g3 dxc3 Rxd8 Bxd8 bxc3 Ba5 Kd2 Ke6 Kd3 Kd5 c4+ Kd6 Ke4 Bb6 f4 exf4 gxf4 Kc5 h5 Kxc4 Ke5 Bc7+ Kf6 gxh5 f5 h4 Kg7 Bd6 f6 h3 f7 h2 f8=Q Bxf8+ Kxf8 h1=Q,Rated Blitz game,1578,1364,214,1,10.0,0
hope4us,pawndefloor,1397,1582,1-0,D10,Slav Defense: Exchange Variation,300+0,Normal,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Bf4 a6 Nf3 Nc6 e3 Bg4 Bd3 e6 O-O Bd6 Bxd6 Qxd6 h3 Bh5 Be2 O-O Nd2 Bxe2 Qxe2 Rac8 a3 e5 dxe5 Nxe5 Rae1 Nc4 Nxc4 dxc4 Rd1 Qe6 Rd4 b5 Rfd1 h6 Rd6 Qe5 Rxa6 Rfd8 Rxd8+ Rxd8 f3 Nd7 e4 Nc5 Rc6 Nd3 Nd5 Nxb2 Rb6 Rxd5 Rb8+ Kh7 f4 Qxb8 exd5 Nd3 Qe4+ Kg8 Qe7 Nxf4 d6 Ne6 d7 c3 Qe8+ Kh7 Qxb8 c2 Qc8 Nd4 d8=Q,Rated Blitz game,1397,1582,-185,1,6.0,2
Freddy1201,Jansoldier,1962,1859,1-0,A13,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",600+0,Normal,c4 e6 g3 d5 Bg2 c6 Nf3 Nf6 O-O dxc4 Qc2 Nbd7 Qxc4 Nb6 Qc2 g6 Rd1 Bg7 d4 O-O Nc3 Nfd5 a3 Qc7 e4 Nxc3 bxc3 Nd7 a4 b6 h4 Bb7 h5 Rac8 hxg6 fxg6 Ng5 Rfe8 Bh3 Nf8 Qb3 Qe7 a5 b5 a6 Ba8 e5 h6 Ne4 Kh7 Nd6 Red8 Nxc8 Rxc8 Ba3 Qf7 Bxf8 Qxf8 Bxe6 Re8 Bh3 Re7 Bg2 Rc7 Qb4 c5 dxc5 Bxg2 Kxg2 Qa8+ f3 Bxe5 Qxb5 Rf7 Qd3 Qc6 Rab1 h5 Qd5 Qf6 Qxf7+ Qxf7 Rb7 Kg7 Rdd7 Qxd7 Rxd7+ Kf6 Rxa7 Bxc3 Rb7 Bd4 c6 Ke6 c7 Kd7 a7 Bxa7 Rxa7 Kc8 f4 Kd7 Kf3 Kc8 Ke4 Kd7 Kd5 h4 gxh4 g5 fxg5 Kc8 g6,Rated Classical game,1962,1859,103,1,10.0,2
Lenzman,pawngonewild,1304,1758,0-1,A52,Budapest Defense: Adler Variation,60+0,Normal,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 Bf4 Bb4+ Nc3 Qe7 Qd5 f6 exf6 Nxf6 Qd3 d6 a3 b4 Bb6 e3 Bg4 Be2 O-O-O O-O Nxe5 dxe5 Bxe2 Qxe2 exf4 Qxe2 Nxe2 Rhe8 Rd2 Bxf2+,Rated Bullet game,1304,1758,-454,1,6.0,0
MBoZe,prz,1813,1836,1-0,B00,King's Pawn,300+0,Normal,e4,Rated Blitz tournament https://lichess.org/tournament/summer15,1813,1836,-23,1,2.0,2
makina,gwiazdabojowa,1420,1626,0-1,B20,Sicilian Defense,60+1,Normal,e4 c5 e6 Bc4 Nf6 Qf3 Nc6 Ne2 Ne5 Nxf3+ gxf3 d5 exd5 Bb5+ Bxd7+ Qxd7 Bd6 Nbc3 O-O-O O-O-O a3 Rc8 d4 Rhe8 dxc5 Bxc5 Qc6 Bf4+ Ka8 Ne2 Bxa3 Nxd4 Bxb2+ Kxb2 Qb6+ Kc1 Nxe4 fxe4 Qa1#,Rated Bullet game,1420,1626,-206,1,6.0,0
fran008,dannysid,1678,1397,1-0,D02,Queen's Pawn Game: Zukertort Variation,600+0,Normal,d4 d5 Nf3 e6 Bf4 Nc6 e3 h6 Bd3 g5 Bg3 f5 h3 Nf6 c3 g4 Ne5 Nxe5 Bxe5 Bd6 Bxd6 Qxd6 hxg4 fxg4 Bg6+ Kd8 Nd2 e5 dxe5 Qxe5 Nc4 Qe6 Qd4 Bd7 O-O-O dxc4 Rhe1 Nd5 Bc2 b5 e4 Nf4 Qxh8+ Ke7 Qxa8 Nxg2 Re2 b4 Qd5 Qa6 Qxd7+ Kf6 e5+ Kg5 Qf5+ Kh4 Rh1#,Rated Classical game,1678,1397,281,1,6.0,2
Hemomancer,krystalliquide,1557,1315,1-0,B27,Sicilian Defense,300+8,Normal,e4 c5 Nf3 f6 Bc4 a6 a4 e6 Nc3 b6 d3 Bb7 Be3 Nc6 Ne2 Nb4 c3 Nc6 O-O Na5 Bb3 b5 axb5 axb5 c4 bxc4 Bxc4 Nxc4 dxc4 Bxe4 Nc3 Bxf3 Qxf3 Rxa1 Rxa1 Ne7 Bxc5 d6 Bb4 Nc6 Qxc6+ Qd7 Ra8+ Ke7 Ra7 g6 Qxd7#,Rated Classical game,1557,1315,242,1,6.0,2
Moltini,DrTempo,2187,1998,1-0,A40,Horwitz Defense,60+0,Normal,d4 e6 c4 c5 Nf3 cxd4 Nxd4 a6 Nc3 Nc6 e4 Qc7 Be3 Nf6 f3 b6 Qd2 Bb4 Be2 cxd4 cxd5 exd5 Rc1 Qe7 e5 Nd7 O-O O-O f4 Bf3 Bxd5+,Rated Bullet game,2187,1998,189,1,6.0,2
unknown230,ifonche,1584,1580,0-1,C62,Ruy Lopez: Steinitz Defense,600+5,Normal,e4 e5 Nf3 Nc6 Bb5 d6 d4 exd4 Nxd4 Bd7 Bxc6 Bxc6 Nxc6 bxc6 O-O Nf6 Re1 Be7 Bg5 O-O Nd2 h6 Bh4 Qb8 b3 Re8 Nf3 Qb6 e5 dxe5 Nxe5 Bd6 Nc4 Rxe1+ Qxe1 Qd4 Bxf6 Qxf6 Rd1 Qf4 g3 Qf6 Qe4 Bc5 Rf1 Rd8 Qe5 Qxe5 Nxe5 Rd2 Nxc6 Rxc2 a4 Rb2 Na5 Bb6 Nc4 Rxb3 Nxb6 axb6 Rc1 Ra3 Rxc7 Rxa4 Rb7 Rb4 Rb8+ Kh7 f4 Kg6 Kf2 Kf5 Ke3 h5 Rb7 Kf6 Kf3 g6 g4 Rb3+ Ke4 hxg4 Kd4 Rb4+ Kc3 Rxf4 Rxb6+ Kg5 Rb5+ f5 Kd3 Rf2 Ke3 Rxh2 Rb4 g3 Kf3 g2 Rb1 Rh1,Rated Classical game,1584,1580,4,1,6.0,0
fandrioli,kiple,1689,1256,1-0,B07,Pirc Defense #4,300+0,Normal,e4 d6 Nf3 Nf6 Nc3 g6 Bc4 Bg7 d3 h6 Ne2 Bd7 c3 c5 Qb3 b6 Bxf7+ Kf8 Bxg6,Rated Blitz tournament https://lichess.org/tournament/summer15,1689,1256,433,1,6.0,2
qohelet,Ivan_Sleptsov,1357,1379,1-0,C50,Four Knights Game: Italian Variation,180+0,Time forfeit,e4 e5 Bc4 Nf6 Nf3 Nc6 Nc3 Bc5 Ng5 O-O O-O d6 Qf3 h6 Nxf7 Rxf7 Bxf7+ Kxf7 Nd5 Nd4 Qg3 Kg8 Nxf6+ Qxf6 c3 Ne6 d3 Bd7 Be3 Bb6 a4 a5 b4 axb4 cxb4 c6 Bxb6 Ng5 Be3 Ne6 f4 exf4 Rxf4 Nxf4 Qxf4 Qe7 Qg3 Qe6 Bf4 Rf8 Bxd6 Rf6 Bf4 Qf7 Rf1 b5 axb5 cxb5 Qf3 Qe7 Qh5 Qxb4 Bxh6,Rated Blitz game,1357,1379,-22,1,6.0,2
lucasivan,stevehayman,1581,1367,1-0,C02,"French Defense: Advance, Steinitz Variation",360+1,Normal,e4 e6 e5 d5 d4 c5 dxc5 Bxc5 Nf3 Nc6 a3 Qb6 Qe2 Nge7 Nc3 O-O b4 Bd4 Nxd4 Nxd4 Qd2 Ng6 Na4 Qc6 Qxd4 Qxa4 Bd3 Bd7 O-O Bb5 c4 Bxc4 Bxc4 dxc4 Qxc4 Nxe5 Qc7 Qb5 Be3 Rac8 Qd6 Rfd8 Qe7 Ng6 a4 Qd5 Qg5 Qxg5 Bxg5 Rd4 Rfb1 Ne5 Be3 Rdc4 Bxa7 Nd3 b5 Nb4 h3 Nc2 Ra2 Re4 a5 Re1+ Rxe1 Nxe1 Rd2 g6 Kf1 Rc1 Ke2 Nxg2 Rd8+ Kg7 Bd4+ f6 Rd7+ Kh6 Rxb7 Rc2+ Kf3 Ne1+ Kg3 f5 Be3+ Kh5 Rxh7#,Rated Blitz game,1581,1367,214,1,6.0,2
ab_s503,Yosh77,947,1121,0-1,C44,Scotch Game,300+8,Time forfeit,e4 e5 Nf3 Nc6 d4 d6 dxe5 dxe5 Bd2 Bg4 h3 Bxf3 gxf3 g5 Bb5 f6 h4 h5 hxg5 fxg5 c3 Nf6 Qa4 Qd7,Rated Classical game,947,1121,-174,1,4.0,0
Leorio,parisa-shz72,1423,1667,0-1,C00,French Defense: Knight Variation,300+0,Time forfeit,e4 e6 Nf3 b6 d4 Bb7 Bd3 Be7 c4 c5 b3 cxd4 Nxd4 Bf6 Bb2 Ne7 Nc3 Bxd4 O-O Nbc6 Re1 O-O Rb1 Nb4 Be2 Bc5 a3 Na6 e5 b5 cxb5 Nc7 b4 Bb6 a4 Ncd5 Nxd5 Nxd5 Bf3 Rc8 a5 Bc7 a6 Ba8 Bd4 Bb6 Be4 Bxd4 Qxd4 Qb6 Qd3 f5 Bxd5 Bxd5 Rbd1 Rc4 h3 Rfc8 Qg3 Qxb5 Re3 Qxb4 Qh4 Rc1 Qxb4 Rxd1+ Kh2 Bxg2,Rated Blitz tournament https://lichess.org/tournament/summer15,1423,1667,-244,1,6.0,0
ChesSuxX,Moltini,1806,2185,0-1,B53,"Sicilian Defense: Modern Variations, Tartakower",300+0,Normal,e4 c5 d4 cxd4 Bc4 Bg7 dxc3 Qb3 Nb5 Nxd6+ Ke7 O-O Nxc8+ Qxb7+ Kf6 e5 Bd5 Rb8 Qa1 Rxb8 Ke7 Bg5+ f6 Qb2 Qa3+ Nxf6+ Bxf6 Bxf6 Kh1 Ng4 Nxf2#,Rated Blitz tournament https://lichess.org/tournament/summer15,1806,2185,-379,1,10.0,0
Lean-777-2015,mahdirezaei,1962,1522,1-0,C65,Ruy Lopez: Berlin Defense #2,300+0,Normal,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Nxd4 exd4 h6 Bh4 g5 Bg3 c6 Bc4 Bc5 Nd2 O-O a3 d5 Ba2 f3 Qe2 gxf3 Qd7 O-O-O Bh4 Bxf6 Rhg1+ Kf8 e5 a5 Rg3 Qh5 Rdg1 Rg8#,Rated Blitz tournament https://lichess.org/tournament/summer15,1962,1522,440,1,6.0,2
